Syllables,Cumulative FREQcount
ʋɔn ,9364
tɪɾ ,19
 vlɔl,1
lɑr,16080
ɣrʌʊtʲ ,1
 ɛljk,23
 rɛrn ,1
styrx ,1
mtaː,8
 ɣraːl,10
skrɵnt,10
fɔns,73
 vɛlt ,23
 smɪːr,376
 sxɪf ,119
 fleːt,184
flɛs ,470
 dɑnsx ,1
ɛɪt,231801
joːp,10
kɛtlŋ ,1
 maːjt,58
dɪːr ,292
 nəms,1
mknɵl ,6
 ʃɑns,7
 lʌʊr,32
 bøːkt,19
tɔːrts,65
 rɔp,13101
krɑft,50
ɛlndl ,1
 bɛbn,1
 toːntʲ ,2
flɛw ,9
 tɔːrnt,6
 ʃeːp,1
 ʋɪtsh ,1
sʋɑn,155
sxrɪk,802
 œyʃ,1
krœyntʲ ,1
sxɵrk ,1
vaːx ,14
spɪtst,17
 spɑnlŋ ,1
ʃɪmps,7
 mɔːrt ,5
sɛt,2022
 drɔpt,90
ʃɛk ,203
vʋɛɪ ,4
kɛtz ,2
beːk,335
ɣraːl,233
sif,1498
breːdh ,2
nløː ,30
 brə ,351
burt,82
traːnt,25
sɪb ,1
 skər,1324
 nɑms,5
pœynmh ,1
 məlt,868
stɑr,4945
 sxœytʲ ,11
 vɛrts,78
ɑrt,47850
 raːltʲ ,16
kɑs ,10
 dən ,7143
reːw,31
sɪst,396
ploːxs,1
 prə ,611
 drɛl,32
ɣɔk,1442
krik ,3
 plɛtʲ ,1
beːlndl ,1
ɵk,71233
ʋɑjn ,1
 pleːx,2311
slreː,5
 ɣənh ,2134
 nɑn ,1214
dɵnph ,5
 truj ,12
 kɑ ,1733
hɔts,14
kɪrt,2697
sxɵl ,12940
 proːs,11
 ɑnds ,13
 fiks,37
 œyn ,3
oːh,3685
ɣɪnd ,2
 traːn,15
 dɪɣ ,1924
 zɛls,348
ʃɪrks,2
 ɣɔr ,496
eːf ,3446
 spɵ ,242
krɵx,149
kvɑn,140
sxʋɑ ,6
 ɣu ,516
zœy ,5287
 krɪŋ,115
ɣuj,14
 kənsh ,77
 sfɪr ,21
draːl,101
tøːp,6
sxʋɵhl,1
koːk ,405
 bɔdl ,1
sloːft,50
tɛmt,1554
lɵs,5670
nɵn,50
 tɛrns,4
bstɔr ,1
ɣnœy ,1
kuk ,1508
 ɣaːt,5709
hus ,9
 naːrsx ,3
 krɔx,87
 rɛlk ,3
 teːlt ,8
 spɑlkt,3
tɑsk ,6
 beː,16117
 nu ,2589
lɛɪn ,1437
fɪsks,1
 plɛss,84
 stroːm ,52
ʋaːh ,37
trɑŋ,168
 dint ,4
bɑrz ,1
 lɛs,8608
fzeː,1
 pœy ,46
 dɛŋktʲ ,1
zɪːr,6855
dɪks,67
jɪm ,103
skrheʊ ,1
lɑŋsh ,7
 nɔws,1
 mɔrn,6
spikt,22
 sklɔn ,1
ɑj,19934
ɣœy,1574
bɵkx ,1
 dɛlft,4
fɪst ,3
 vɔrsx ,1
 vɛstlxt,3
ʋɔl,3855
 məs,9021
krɑx ,4579
zɵx ,602
prɪn ,3526
mɪɾ ,40
tnɔk,4
ʋhaː,62
 ɔspl ,1
 fəns,14
fʌʊ ,2575
 spulŋ,2
reː ,179003
 stənx ,4
bɔkx ,2
 vɛstl ,2
ɣɪpsf,1
 nɛts ,5
lrʋɪns,4
tɔlkt,14
 skis,48
ɔntvlŋ,1
 ɣroː ,463
 naːxt,15
mɑɣ ,1511
zaːd ,64
ɣrɑvln,1
 bɔʃ,17
vɛntʲ ,1656
bəksh ,15
rɑmp ,288
vlɔk,45
 nirt,109
 smɑ ,377
ʃun ,84
 ʃɔns,458
 kɔɲ ,3
trɪk,2955
 tɔk ,80
 søːrs,65
 ɣɑn ,1437
lphi ,1
bɔlxh ,1
eʊlx,5
 ɣɛljklŋ,1
 bɔl ,39
 pɔst ,9
tœysx ,2
ʋʋaː ,1
ɣɛɪm ,12
deːd ,14
din,20416
spɛ ,4731
 straːt ,952
kɑrt,1276
dɵt,663
ɣɵt ,42
sɛksp ,1
 ɑft,29
 œyx ,1
 əx ,460
trɵst ,19
krif,15
zdɛŋ ,1
ɪkk ,1
 strɛɪt ,75
styrs,17
 rɛlk,9
boːmz ,1
 sərt,34
 tɔw ,60
 kɪrʃ,4
 bɑt ,115
 prɑk ,127
 sfɛɾ ,1
 ʃun,1212
 klœyk,3
 ɣrɑp ,20
mkjaː ,1
 drɛɪf,5689
 nɛɪtʲ ,5
 zɛt,9865
 sxɔ ,465
 ɵlp,484
 draːk,20
 ʋɛnt,1754
 ɣɛsp,5
ɣlɔ ,29
 bɪr ,5162
sɪm,6343
 spaːh ,1
lpaː ,5
strɑf,3963
 klɑwn,1
 troːm ,1
 bɛst,198
 poːs,13
 vøː ,118
 zɛnljklŋ,1
kɛrʃ ,7
mɑrʃ ,169
dɑmp,114
ʃɵŋ ,8
 draːk ,1
prɪɡ ,1
hʌʊ,102086
kɛnd ,211
dɑsh ,76
 mɔrtʲ ,1
tɔm,10132
frɔk,3
 stɑnz ,1
fɛlst,3
zoːntʲ ,440
stult,46
 trʌʊp,8
xroː ,436
ɣaːr ,122
slɑŋs,1
zeː ,63014
rkoː,5
 tʌʊrs,1
ɛml,110
ɣrɵʃ ,2
mɑrk ,342
 flit,6
 zɪh,1
sxɪːr ,361
hɑnzh ,1
stɑl ,514
 lɛldlŋ,2
pɔrt,5899
 trɔn ,27
 ʋɛɪl ,4
tɵls ,1
 jɪːr ,11
mʌʊ ,1825
tɔmps,3
plɛt ,3
ɣoːj,7053
 trɛt ,11
ɛkt,25576
stirf ,6
six ,113
 bɑxs,27
 zoːp,16
 dœym,25
 faːm,81
kraːn ,99
 ɪː ,3215
 ɑnd ,161
brɵnh ,28
 sleːpt,350
sxoːnh ,356
 troː,12798
 krɛɪ ,615
hɔmpt,1
lɑp,6386
nis,2354
 fɪlms,347
brɪnt ,1
nøːs,4074
stɔː ,1
hɛɪ,440796
ɣrɑv ,67
 rɪŋsx ,5
 straːtʲ ,106
sxeːf,193
 aː ,51894
ɑls,312926
 trøː ,195
eːx,18394
 ɪzh ,2
 raːjs,6
fɔrdh ,8
 ɣɵr ,118
mkkveːn,58
dnsoː,1
rɔts,5682
 zɪz ,36
mkkɔmps,2
hoːvdsh ,3
ɣɛr ,472
 kleːt,1579
bərtʲ ,4
 ɣɪʃ,1
suŋs,3
 vrʌʊs,7
 skɑlf,5
wteː,1
 slux,428
rɛnts,114
maːt,13075
 ɔx ,144
 ɑp ,66
 kəx,10471
 splux,61
 mərl ,30
krɵml,10
 saːn ,301
 zərv ,15
 tɪnk,13
sɵŋ,35
slmaː,4
mɛlt ,46
 sxɑst,13
ʃoːh ,1
rɵlm,29
ʃɛts,7
 ɪːrst,329
 ʃurl ,6
lɾraː ,1
 dɑ ,2438
pɑnt,1160
klɵmp,54
stɑlh ,44
ʃɛr ,2871
ʋɑrp ,51
dʋɑrsh ,1
ʋnɪk,1
vʌʊ,3453
 vlurs,17
xhɛɪ ,4
lndɔx ,11
ʃaːn,84
 stɑj,7
 lɑr,14147
 spɛɪl,25
kirtʲ ,16
 ɛlld ,4
 sklɵs ,3
 eːl,3704
 nyw ,901
 krœyt ,1
 lɛjks ,4
 ʃlɛɪx,11
 skɑr,879
 nɛɪs,23
zɔxt,6468
 fɵm ,18
 ɣrɛɪs ,4
 plaːj ,2
spɵn,504
 floːj,20
trby ,1
rɑjsh ,1
 zɔr,7694
klɪnx ,1
ʋɔːrd ,365
 sɑʋ ,2
 nɛrst,1
 biltʲ ,464
troːn ,49
fiɾ ,6
jɛnt,54
 floːs,1
ɑftl ,2
dɑŋkt,29547
dvɛr,13
 naːn ,985
 kryt,92
 ʋɛrx,6
 lɑxts,1
 vis,1734
 pɛp,35
 brɪt ,4
 jərt,23
vlrɵ ,1
strɑfh ,5
 zaːr ,195
vɔrm,2885
rɵd ,20
 sfɔːrh ,1
plux ,12
pøːks,2
 ɣlɑnt,69
kreːpsh ,5
smaːk,2706
 toːvd ,1
tɔlk,163
 ʋəlt,188
 stɛnh ,22
bhɑr ,2
sxeːlt,1241
dint,5721
 tɑj ,1060
 ɑkh ,24
sxoːlt,63
vɑjn,18
kloːtʲ ,5
 ʋeːs,23347
tlaː ,2
 klɪkt,67
 tɪn ,243
dyr ,1430
snɛlst ,1
vur ,2530
 sloːf ,6
 vɑrk,6
lɑkʃ ,2
hœysk ,9
 lɛʋh ,1
stɑʃ,36
 mɔt,104
 boːm ,48
 leːxh ,1
vutk ,3
spir ,341
 troːp,44
 ʋɪ ,9057
 ʋɛh,20
skrɪp ,295
 dyk,14
 nʌʊm,12
 pɛk ,27
 sun ,873
krɪl ,4
ɣɑkl,2
psi,37
 boːɣ ,14
 tɪs,3657
vluk,2045
 sli,919
sxaːph ,37
hij,1
zuk,24626
 klaː ,6130
 tʌʊt,86
 ɔmf,163
 sɛl ,1253
 slɵkt,519
krɔmzw ,3
lɪtx ,11
ɔhl ,8
 lits,4
bɑrns,5
 rɪŋk ,25
 frɪː ,3
sfɑrt ,2
lɪl ,14
lɪxtz ,44
ɣeːzŋ ,1
 sɛmh ,2
zɑrk ,2
 slɑxtz ,62
 pɔt,5291
pɑf,270
 tɵs,1936
 lɛrrl ,1
 smɪn,56
 ʋɵst,1617
 trɔk,1252
 nɑxh ,20
krʌʊt,13
 veːs,12
 stɪp,506
 aːs,488
 frɵxt,8
krɵnx ,15
 zɔrxs,3
vɔrm ,325
 kɛlŋ,4
ɵkt,10779
kɪt ,48
lif ,7324
dip ,1217
speːlk ,38
kɛlp ,6
 prɔŋ ,3
klɛɪŋ ,763
plu ,270
 stɑrx ,1
 rəŋkl ,3
 dɛː ,53
 sfɛx ,23
knɵl,2439
 blɛs,124
pɵft,2
 ɣɔst,1
sxɔrt,182
 lɔxh ,2
kxty,1
tɵft,4
 bɵŋ ,52
 noːx,59
 pɑrs,1
 kunx ,2
ksaː ,233
vɛɪ,39421
 smɑrk,152
dif,2466
 œyf,1
sɛlh ,20
 zɛl,20396
splɔrt,1
 nɪp ,107
 kɪx,9
 kɪnt,408
 zits,1
sklɑx ,4
 stɛː ,5
klʌʊz ,1
ɣrit,923
 spreː,4446
plaːts ,12
 krɛs,42
 mɛntl,1
stɛp ,39
rɪsk,23
drɛz ,165
 kɛlk ,3
 naːt ,1715
lrsɑt,1
by ,9736
sɪt ,54
tɔps,55
dɔrpsp ,1
kʋɛl,139
 ɣim,6
 zøːm,74
ɣrɛɪntʲ ,110
 ɣlɔkh ,5
knɑp ,215
krɔn,124
 rɪst,1108
mɔnk ,2
vint,4
nitʃ,1
spɑm,18
beːrk ,1
 kɛs ,1
brɑn ,4688
 ɣɛld ,6
 tøːrtʲ ,43
zvi,6
tøːx,43
 ʃɵŋk,3
mɛrts,33
 vɑlk,10
hɵt,1330
 lɑtls,4
tɑnd ,1260
putsh ,5
zeːpt,5
snɪ ,190
 səm,583
spɔr ,896
tirt,133
 fɵs,278
 klɪːr ,3
kɵnst,3262
 steːns,4
 dɪxsh ,1
flʌʊs,2
ɣɪp,1288
skɪt,28
pɛw,7
 vʌʊx,7
zbɑl,1
 roːt,268
 ɣɛlsx ,3
 strɑjn,2
 rɪx,7564
 rɛks,17
ʋɑnt,18847
hɛv ,31
lɪr,5449
 ɣrɛɪs,32
 stɔm ,24
ɵmp,1535
ɣrɪlt,34
dʒɪn ,2
fɔrx ,3
snuv ,2
zʋɛrv ,4
 tru ,1022
 vuldns,1
dɑŋɡ ,3
 zaːp ,1
hɛs,24
 ɛrlŋ ,10
hɛt ,9025
 ləx,21079
smeːk ,409
 ɑŋzh ,4
spɛnt,1
sxaːtsh ,3
hɑlf,5349
ɣɪl,1970
 lin,817
 tɔnt ,131
 nɪn ,178
 bɛrn,7
pruf ,681
 tɛɪnsx ,1
 keːx,4
slaː,54399
dʌʊx ,241
tɪnt,73
stultʲ ,29
 drɪt,285
lɵns,98
tɑrs,77
lndɵr ,3
lɪnh ,1
 krøːn,32
pɔntx ,1
 rɪpt,11
 teː,37943
slɪŋk ,22
 ɪtx,1
dvdɛr ,6
nɪx ,1488
 spirt,72
kneːt,14
 sniws,16
ʋɛrts,5
dɵrf,3269
smɵr ,35
vrɛɪf ,3
mkaːjs,5
mɑxtlx ,2
fnœy ,2
 saːxt,7
 məxs,3
lɑtʲ ,103
 diʃ,2
 zɪŋ,5163
ɣɔːr ,40
krɣaː,1
 pleːk ,1
naːktz ,18
sɑmp,40
tirs,153
bru ,3621
poːn,84
 drɪns,1
ɪʃ,1507
 mərtʲ ,1
jɑh ,23
ʋɛns,3672
 kaːsh ,1
ʃrʌʊt,1
trɔnx ,1
sʌʊnt,88
tɑɾr,24
kluk ,2
voːk,5
kukh ,7
 jɪms,1
sɔːr ,1157
 tənh ,74
 dɛr,13311
 zɑɡ ,1
 loːf ,496
 frɵk ,6
stu ,1593
pɑrks,115
 ʋust,735
trɪs,83
ɣrɪxs,11
ʋist,4
 slɛnlŋ,1
 ʋy,26
 ʋɑlts,19
 spœyt,94
 zɔːrt,4
sxɵm ,5
kɔrp ,62
sxɪm ,11
 peːsp ,1
brʌʊx ,4
hʌʊtʲ ,74
pɑɾr,12
 dɪsk,111
sxpilt,1
 nøːr,1558
 smɪs,14
smɪː ,4667
ʋɑn ,4584
sɑŋ,240
 uts,9
sxruj,28
tur,1130
roːp,523
 vrɪxt,60
bɑph ,14
ɛst ,1109
prʌʊ ,5
prɪns ,18
ɵpv ,1
ɛɪs,58486
stɑrs,54
dœyk,1238
jɔŋst ,6
 tiɡ ,2
niw ,19946
lvaː,67
spɑn,1527
 rɛlf ,1
 stəx,22729
 stoːl ,50
 lɪŋsk ,2
 bɑxts ,1
zum,56
 skyr,44
 klɑrlŋ,2
 rɵpt ,4
sxaː ,11595
ɣɪt ,10
krɔl ,4
bɛf ,5
hɑl ,3533
ʋhuh ,1
sɔ ,9364
 əxs,3
rɑxt,21706
 ɣɛndh ,2
røːk ,106
 sxaːts ,1
dɛlx,17
 sxyrtʲ ,4
 ɣɛɪk,2
nɔdlx,16
 plɑmp,23
vlɛk ,158
prɪnz ,4
pɪŋ ,1017
 flɵst,1
 də ,196931
sxrɔm ,3
 ɣeːʃ,3
ɪnt ,1946
 din,13366
 dɑns,475
 stutʲ ,4
ɵls ,10
rɛlɣn,1
 ʋɛɪŋ ,8
tʋhɑj ,1
mɑtxt,4
 pɔpt,9
doːlh ,122
 brɵsh ,2
 toːx,142
lboː,7
rɑlp,130
 spleːt,29
kʋɪŋ ,9
zoːn,16979
mɑx ,4030
foː,26058
 toːrtʲ ,51
krɪk,102
 jhɛɪt,20
bərɣ ,230
fɑk ,640
 steːs,7
trœy,2191
 soːt,8
skɑt ,4
zə,651101
hɪl ,329
 sɛr ,541
 slis,1
ɑtf,143
trɑfs,2
 nux,26378
dlɛr ,1
dry ,134
 naːmd ,1
aːrtz ,156
 strœy,181
splɔn,1
 lɑnts,361
plɵk,392
nitw ,4734
 mɵk,15
mɑnk,4
 ɣɛrlj,2
hɔfh ,16
ʃɑmp,119
 sɑs,1598
 sfaːs,1
brɔmp ,4
 zɑl ,143
krɵk ,16
smɔx,43
rih ,718
stɪŋk ,97
slreː ,4
zij ,2
 lɛɪjs,2
kvɑrt,5
lɔː ,9
braːm,20
 ʋɛtz ,7
tɔlɡ ,1
plɔnz ,1
kstɛl,1
nɔv ,16
tɵrh ,1
 dœyf ,110
krɵp ,16
saːmp ,16
ɑn ,282849
ɣrɵp,14
wlfi,1
ɣeːnt ,3
hoːp,18341
ʃnɛɪ ,100
spɪlks,2
 for,6
haːj,715
nɪkh ,42
hɔxs,3
ksɛj ,1
 plɵɲ ,2
kɑrl ,271
 lənsh ,3
ɣʋɪl,1
ɣlɑns ,20
 trʌʊtst,4
klɪːrtʲ ,23
 stɪŋst ,1
sʋɛr ,1
brɔk ,240
 lɛkl ,1
 ʒɔːz(nl),42
 sfɪl,135
 kɔɣ ,56
tɪxt,3915
voːs,139
 flɵl,3
 sɛɪ,4284
 sɛm ,961
 tɛt,336
stɵt ,68
lɵndk ,10
tɑt ,1149
neː,256560
trɑnt,2024
zhi ,25
ɔm,624223
 plɑk,187
 spɪŋ ,7
 bɔxt,15
 nɛnx ,2
 bril ,1
kuh ,6
maːts,37
ʃɵɲ ,7
ʋɪns,1288
 fɑd ,2
doːks,85
 tɛrh ,17
 ʋɑrtss,171
slyʊs,1
zʋaːntʲ ,2
 try,128
 sty ,4531
ʋoːd ,171
 kɛtz ,1
 veːlj ,3
 fɑrkt,54
toːx,169
 zɛɪn,2427
zɔrx,16499
spraː ,1900
deːh ,515
kɔlk ,5
hɑsh ,18
jøː,9246
spɛt ,7
 ɛnsm,1
 stroːmt,91
 loːflj ,2
vult,8354
tɵrt,111
dlrɛk ,8
eːst,45151
tɔrnt,4
 teːŋ ,71
lɪs,6140
boː,64354
 mɪrt,905
 bɵrx,1001
 sɔfh ,1
lœyz ,78
poːlsh ,28
 sxɛts,30
ɣluj ,69
sxʋɛ ,1
hut,1728
 sxɔpt,278
krɪmx,1
lɑɾ ,1477
brɑnt ,69
brɵlds ,1
pɑkk ,11
 løːt ,8
klɪŋk ,17
rɔʃ,15
 tɑɣlŋ,1
bətx ,1
 jɵm ,20
rɑlps,1
kulk,1
snɔrh ,29
 skɪŋ,4
 raːr ,52
nɛms,1
 ʃu,1383
 tɵt ,2
kih ,22
 dɔms ,13
speːkt,1
pɑx,679
 spirtʲ ,2
spoːn ,1
brɑjl ,3
ʃɔp ,11
mɵnt ,136
ldaːh ,85
tʃɪr ,1
ʃɵks,17
lɑrf ,2
ɑpl,28
 nɑx,6578
rɑŋs,120
lslɛs,7
hɛj,2
və ,62292
vaː,88297
mɪːrs,4
smɔl ,238
 ɣlɔts,1
ʋhaː ,58
 mɑxtlɣ ,1
 ɑwk,136
tʲɪrpt,3
 keːt,12
vɔk ,3
vɛnt,11311
 bɑl ,1346
 ɑtl,7
blɑnk ,1
seːf,3
bɪxh ,22
ʋɪr ,19
 rʌʊ,1800
 blaːr,3
 mən ,9424
 saːn,360
 mɵt ,153
 lɛtljdsxrlft,1
 taːl ,1550
 druf ,1
 skɪnd ,1
 nɪdʒ ,201
tɛlt,23752
 ɣraːt ,189
pɵbl ,3
ʃɛrx ,9
 sɵlt,39
 doːk,202
lɑwl ,2
kʌʊn ,751
 eːnh ,16
deːt,19617
 fɑxt,23
 stɵrm ,6
lɪntʲ ,140
 mɔːrtʲ ,4
ɣəz ,1135
bɔmp,10
 blu ,697
brœy ,13589
tɛxn ,1
flɵt ,41
 ɔmf ,11
ʃɑhn,1
 eːm,141
bɑrf,3
ɾrɔ ,1
 ɣɵns,86
 pœyt ,5
 ɣɑrnl ,1
zlɪk ,1
 ɣɑm,6
 mɑkt,6
 ɣraːz ,1
 fleːm,4
brœyn ,54
sfɛɲ ,3
blump ,77
 tərdlx ,1
 plœym,5
 stɪʃ,1
mɵrf,150
krɵmplt,1
tɔrs,786
ɣɛsp,47
sneː,2611
pid ,17
 kreːk,3
ɛrxst,108
 sneʊt,49
 dɛf,8
 ɣoːx ,140
nraː,13
 strɔw ,2
 spaːrt,694
kɑjs,15
 lyʊ,86
ɑdh ,346
spraːjt,3
 smœy ,2
tɔwn,846
vlaː ,216
 lɛntl ,1
sxɑt ,293
rɔts ,27
 klœy ,45
rɵx ,18352
lɪv ,9
ɑktk,2
 vɑmp ,1
 prɑ ,7
 tɛx ,323
ʋhɪt ,296
 koːkst,1
vlɵxt ,476
 rɛɪɣns,2
stɛx ,96
ɔnm ,1
 ɣirs ,9
 jəx,8
 blif,32016
bɔrʃtʃ,4
mknɛrs,1
 bɛs,1181
 trɑj ,257
 tɑrl ,1
 ɛrn,6
 ʋɑrlŋ,1
lstɛl,4
 kœyl,71
blaːj ,2
ʋʋɛt,1
ʋeːtr,1
 ɑrst,236
 ɣrɪrt,25
feːd ,32
ɑlr ,4
dɪf,105
koːtʃ ,7
lhɔp,12
bɛrx,3884
leːm,16134
 fɔs,14
ʃɛlm ,7
jœyst,11741
jɛʃ,3
 spɛk ,5610
 noːw ,2
 drix,415
 bloːz ,2
ɪx,203758
 ʋufs,1
 sxɛplŋ ,1
trɛɪntʲ ,33
beːs,2860
mpɔr ,5
 ʋɛlp,14
 smu ,53
 ɛm ,325
pøːltʲ ,5
krʌʊsh ,5
joːl,31
søːl,1
 jʌʊm,1
lɔnz ,17
bʌʊt ,7
pɔk,170
 ʃlɪŋ,1
sir,6154
 dɑnh ,3
 ɣoːl,5
strɛl ,13
 rɪxsh ,1
vɔːrsx ,363
 spoːtʲ ,17
lɛ ,39481
 zɑtx ,1
mɑjt,62
meːnt,1482
vluj ,629
zʋɛrk ,13
spaːtz ,2
 lərswlŋ ,1
 trʌʊs,2
lrɑj ,1
ɣrɪŋk ,1
 tun,409
jɛɪ ,93
ʋaːnzln,1
mɔrn,10
 ʋɛŋk ,4
lvɔːr ,7
hɑv ,6
 rɵkt,640
lsɔl ,12
 tən,542028
 skɔmt,642
 lɔfts,11
ɣiɲ ,23
kɑrʃ,1
sproː ,8536
 ɣɵlp,2
 oːt ,23
 dɔm ,4192
broːts,1
 nɪph ,2
 ɑmps,12
doːdx ,1
tɛk,5654
bryt ,2
sxɛtst,30
 bɪm,5
lntɪn ,2
ʃɛml ,4
 vlɛkts,1
kloːt,11466
 sɪr ,1314
 lɪz ,27
 rɛnt,1732
 ɣrɔnt ,7
 tɑk,5991
 ɣrɔtlŋ,2
bəɣr ,1
fɵxs,23
mksɔr ,5
noːh ,12
prim ,46
 spɵp,3
beːts,2
 vɑŋz ,1
 ʃən ,2
 stəl,2908
ɛfln ,2
tɑms,12
sxʋaː ,2
tɔl,1010
huftʲ ,6
hɔln,1
 skrɛɪx,6
snœytʲ ,8
 dɵr,166
hoːps,11
nit,866450
 sfœyf,6
 aːf,80
tsaːt,6
 kɛv ,1
steːk,3705
 ɣɑlmt,1
 strɑnt ,1
vriz ,38
 zuksk ,1
nɪxts,98
tsy,50
 lɪxt ,9
 kɪːrs ,149
 if ,34
bɑnk ,4
lɑŋz ,18
zʌʊt,927
ʋɑtx ,33
rɪm ,767
fʌʊr ,21
 plɑnt,1233
 ʋɑjt,4
mlkeː ,1
 ləxst,30
 ənlz ,1
bleː ,13906
 ɪːrz ,29
 slɛɪk ,2
 ɣaːp,10
tɑlm ,1
 lɑhs,14
 deːz ,3
 nøːx,62
 fəsr,23
 rɑb ,2
 bɛrtʲ ,40
nɔɾ ,522
mɔhnh ,1
drɪŋt,506
 ɣlɑp,31
ɑfz ,66
ʋɛɪx,1605
mɔpps,1
dɵb ,149
dʋeː ,11
ɣeːs ,2
 sxɛrm,2700
 pɑlmt,32
 dɛx ,16
bɑŋ,30917
sʌʊ,2858
rɪd ,1387
 raːrdz ,2
 dərsx ,36
kmɛr,13
 stɑndlŋ,1
 treːp,1
 mɛld ,2
 skɵst,1
dleː ,19
dɛf,256
 mɵnts,46
ʋɑtʲ ,899
zɑkr ,1
ɔvd ,1
sɛsh ,41
 søːrsk ,1
bəlh ,12
ɛrlx ,9
 ʋɛm ,12
 ɛx,343
strɪŋ ,58
 zup,24
 pɔxt,1
 pɔl ,31
 bɵt,49
 dɪstʲ ,1
rɔmp ,44
 sɛp,4670
smɔx ,1
splɑʃ ,1
hoːs ,4
 doːt ,1
 ɔph ,10
 tɔk,245
lɛfs,12
prust,5
tɵrbl ,2
sɑr,1022
mɣeːf,1
tɔɲ ,14
 aːp ,6
drœyt,18
 ɣrɑt ,7
 spɑrt ,105
ɛlnt,4
 bʌʊx,15
strɪɡ ,1
 spɑp,1
 nɑntʲ ,5
 ɪlp,2
ɣrutʲ ,136
 roːxst,2
 uv ,2
 taː ,29153
stroː,6322
floːt,63
 lus,17
lɑndk ,1
lʌʊr ,93
hyrz ,1
 ʋɛɪnt,902
hyrʋ ,3
ɛɪz ,901
 plɑk ,31
 drɵv ,1
 ʃɑrts,1
ʒy ,1461
flɑt ,95
jɑnzh ,6
roːks,281
sxɔːr ,277
ʋɪlx,11
 trir,1
 ɣrɑntʲ ,3
 tœyɲ ,3
 smɵkt,8
 ruʃ,1
fɛld ,46
fɪrt,195
 ɣrʌʊnd ,3
mɑs,1668
 trɛː ,9
mɛp,316
 spɪː ,1702
 drɪŋk,347
straːlh ,1
 bɪr,26640
 ɔsh ,22
 kəns,3466
 nɛts,58
 kɛlh ,49
nɔːrts,2
kɪʃr,1
brøːk ,11
ʋɵft,2
fɪkt,18
 nɔːrt,10
eːnh ,886
ploːs,2
paːrs,185
 kɪːrt,6460
 raːrz ,2
 dɑkt ,3
zʋɛn ,186
 ʌʊv ,11
 dɑmt,6
zɵlks,6
stɛls,31
dndɛr ,5
kraːjs,3
 ləŋ ,234
dɛnts,79
dɔrs,914
 bɪn ,2324
knɔk ,94
 ʋɛlv ,1
 nœyt ,278
tsɔt ,16
snɑps,12
 brər ,2
maːnz ,2
ɣly,563
ɣɔlt ,39
 strɪft,27
sxɔrt ,1
rɪl,5236
 stroːj,137
 prɔp,100
dɵtts,2
bɑŋks,215
sxʋɑr ,27
fʌʊrt,28
 dɛŋɡ ,13
nɛv ,4
 stɵkh ,1
vœy ,3485
 pɑkt,5401
 toːjst,1
sɵnh ,10
 røːr,475
 kɪrs,4
 ʋɑlk,67
pɑpʃ ,2
 splɵx,1
bɑj ,483
 spri ,38
bɔɣ ,8
tɛs,6747
strɛŋst,2
leːkt,45
 mɑklŋ ,1
ɵtk,5
bru,21630
sxʌʊ ,2992
 niws,128
beːm ,1
 stəm,149
 sənsh ,2
 fɔk ,40
knɵt ,28
lɣnɵs,2
 rœy,31020
 lɛft,2
 jɛw,2
blɛɪf,37911
 klɔp ,71
mɔr,35942
 tiːm,796
 di,83973
sxɵr,917
ʃɑwn,286
kløːrh ,1
stɛŋ ,53
 trɑnt ,4
 foːn,11855
lɔktw ,2
zɔl ,475
klʌʊ,2007
vɪn,78423
krɛps,28
rɔbln,2
fleː,1486
stɑklŋ ,1
tɑnsh ,9
ul,82097
 loːs,7090
rʌʊ,107599
kɛmps,7
birtʲ ,1764
mʌʊz ,1
ɪrl,471
hɛk ,1551
vɔːrts,67
sɑʃ ,1
stɛrf ,174
 ʋoːt,1953
 dɪr ,1085
 klər ,3
ʃɑts,14
lɪt ,1222
ɑlm ,326
 zɑmblk,1
 bɵs,989
lsɛn ,2
tɔlt,103
snɵɾ ,2
mɔxh ,1
 kənsx ,4
dɑrtʲ ,1
skvɑʃt,1
kɛpt,114
pɵrp,3
sɑjl,3
 peːlt,1
nmɔːr ,1
dskɑn,2
ʋhɛw,5
ɛln ,465
lrzaː,1
 frɛʃk ,1
tɔkk ,4
ɔlk,4953
lɛɪt,7734
nil ,204
 vɛn ,1281
stɔkbrld ,1
 ʋɔlf ,5
 slɑmp ,5
klɛx,8
mdaː,2
 ɔsx ,12
pɑrɡ ,4
ri ,108273
 ʋaːst,17
 slɔf,28
tʋɪz ,5
zilz ,8
tiŋ,43
ʋeːnt,78
fɪft,24
 kɑfs,38
nɑx ,2142
ɣrɪsh ,7
 stɔɣ ,15
 vlɑx,27
bɑrtʲ ,2
 lənx ,1
 rɪɣ ,24
 drɪrt,1
dɑrl,34
rɑt ,360
 lɑdlŋ,1
vrlɛ ,1
 ʋɔl ,263
 dərf,112
 raːtʲ ,133
 mɔːrdljn,1
ɣlɪp ,102
 oːjt,4
ɣrɑjns,2
 ɵn,136
snoːk,5
 ɣɵst,49
 dɛt,191
 mɑjs,1
pdeː,2
 ɪntʲ ,45
rneː,2
 raːk ,270
paːj,121
 draːxtʲ ,2
stɛlt,7087
 sfɪl ,3
jɪtzh ,10
ʃɪɾ ,1
lny ,10
slyʊ ,37
 dɵŋkt,39
 li ,62541
kɑlfsh ,3
 pɛnrl ,1
zɔɾ ,138
 spɵl ,3
